case,switch,soft_iou,hard_iou,tex_corr,lesion_change,psnr_brain_target
Mets_022,strength_1.00,0.9861494302749634,0.9937888383865356,0.9866617918014526,-0.04316514730453491,28.84472080637218
Mets_023,default,0.9881530404090881,0.9913153648376465,0.980708122253418,-0.019644081592559814,31.65944339154667
Mets_023,no_clip,0.9875102639198303,0.9921704530715942,0.9663649201393127,-0.08736437559127808,24.4740728118421
Mets_023,clip_0.04,0.9876082539558411,0.9901809692382812,0.979487955570221,-0.013578742742538452,32.26110249809982
Mets_023,clip_0.15,0.9882469177246094,0.9921704530715942,0.9818176627159119,-0.03035658597946167,30.37418228261416
Mets_023,no_detail,0.9849122166633606,0.9895095825195312,0.9774041175842285,-0.02533826231956482,29.61490012684156
Mets_023,no_expo_reduce,0.9882927536964417,0.9913621544837952,0.9837836027145386,-0.016759663820266724,32.640324692977984
Mets_023,no_contour_lock,0.9824596643447876,0.9913153648376465,0.9911705851554871,-0.019644081592559814,31.65944339154667
Mets_023,strength_0.10,0.987204372882843,0.9897880554199219,0.9787341952323914,-0.010991871356964111,32.46209131392835
Mets_023,strength_1.00,0.9893524050712585,0.9940287470817566,0.9851118922233582,-0.042524099349975586,28.89788374302906
Mets_024,default,0.9875130653381348,0.992992639541626,0.9804331064224243,-0.021773934364318848,30.77737169565205
Mets_024,no_clip,0.9873050451278687,0.9934782385826111,0.9655817151069641,-0.10958346724510193,23.032288319109067
Mets_024,clip_0.04,0.9870260953903198,0.9922404289245605,0.9792143106460571,-0.015243828296661377,31.262267826523782
Mets_024,clip_0.15,0.9877527356147766,0.9934782385826111,0.9818500280380249,-0.033299148082733154,29.70875802807154
Mets_024,no_detail,0.984258770942688,0.9910901188850403,0.9778931140899658,-0.027505576610565186,28.818499648639424
Mets_024,no_expo_reduce,0.9876131415367126,0.992992639541626,0.9835792779922485,-0.01798069477081299,31.72740551090172
Mets_024,no_contour_lock,0.9811952114105225,0.992992639541626,0.990485668182373,-0.021773934364318848,30.77737169565205
Mets_024,strength_0.10,0.9866886138916016,0.9918429255485535,0.9785284399986267,-0.012454330921173096,31.423015231991943
Mets_024,strength_1.00,0.9889063239097595,0.9949644207954407,0.9847631454467773,-0.046412765979766846,28.423756156671182
