case,brain_voxels,core_voxels,support_voxels,seg_voxels_tri,seg_voxels_near,core_brain_frac,seg_brain_frac,dice_tri,recall_tri,precision_tri,dice_near,recall_near,precision_near,dice_support,recall_support,seg_voxels_max,dice_max,recall_max,precision_max,dice_support_max,recall_support_max
Mets_092,38881,9552,60009,72,81,0.2456726936035596,0.001851804223142409,0.0020781379883624274,0.1388888888888889,0.0010469011725293131,0.002076196408180214,0.12345679012345678,0.0010469011725293131,0.002396764368103061,1.0,321,0.013774941760356528,0.2118380062305296,0.00711892797319933,0.010641471904525112,1.0
Mets_093,44112,8520,66354,7,6,0.19314472252448314,0.00015868697859992747,0.0,0.0,0.0,0.0,0.0,0.0,0.00021096728500173294,1.0,39,0.0,0.0,0.0,0.0011748226469657946,1.0
Mets_094,44250,10056,66607,6,7,0.2272542372881356,0.00013559322033898305,0.00019876764062810574,0.16666666666666666,9.94431185361973e-05,0.00019874788830368678,0.14285714285714285,9.94431185361973e-05,0.00018014501673847447,1.0,58,0.0031639311844967374,0.27586206896551724,0.0015910898965791568,0.001740043501087527,1.0
Mets_095,40939,10077,62699,34,43,0.24614670607489192,0.0008305039204670364,0.00019780437147660964,0.029411764705882353,9.92358836955443e-05,0.0001976284584980237,0.023255813953488372,9.92358836955443e-05,0.0010839590008448505,1.0,247,0.006005424254165052,0.12550607287449392,0.0030763123945618735,0.00784799669558034,1.0
Mets_096,47845,13480,72046,6,7,0.2817431288535897,0.0001254049534956631,0.0008898116565327006,1.0,0.00044510385756676556,0.001038036627863869,1.0,0.0005192878338278931,0.00016654638316771221,1.0,31,0.0042927984605136554,0.9354838709677419,0.0021513353115727002,0.0008601911844277648,1.0
Mets_097,48501,9882,72739,2,4,0.2037483763221377,4.123626316983155e-05,0.0004046944556859571,1.0,0.00020238818053025704,0.000606918875177018,0.75,0.00030358227079538557,5.498962070909116e-05,1.0,68,0.006834170854271356,0.5,0.0034405990690143697,0.0018679522573378934,1.0
Mets_098,43078,10433,65195,9,9,0.2421885881424393,0.0002089233483448628,0.0011492051331162612,0.6666666666666666,0.0005750982459503498,0.0013407393219689715,0.7777777777777778,0.0006709479536087415,0.00027605668363904056,1.0,77,0.01065651760228354,0.7272727272727273,0.005367583628869932,0.0023593577644319156,1.0
Mets_099,43975,10907,66215,208,227,0.24802728823194997,0.00472996020466174,0.0,0.0,0.0,0.0,0.0,0.0,0.006262890866115652,1.0,438,0.0,0.0,0.0,0.013142694252321726,1.0
Mets_100,41831,9641,63271,118,123,0.23047500657407186,0.0028208744710860366,0.0053284147965980124,0.22033898305084745,0.0026968156830204336,0.006964358869315854,0.2764227642276423,0.003526605123949798,0.00372304343024815,1.0,473,0.018983587106980424,0.2029598308668076,0.00995747329115237,0.014840612449799197,1.0
Mets_101,40076,10008,61616,11,24,0.24972552150913266,0.000274478490867352,0.0005988621618924045,0.2727272727272727,0.00029976019184652276,0.001993620414673046,0.4166666666666667,0.0009992006394884093,0.0003569863858373765,1.0,565,0.03839969734228696,0.35929203539823007,0.020283772981614708,0.018172753735063767,1.0
Mets_102,51839,12022,76334,109,105,0.2319103377765775,0.002102664017438608,0.0049460061000741904,0.27522935779816515,0.002495425054067543,0.004617795002886122,0.26666666666666666,0.0023290633837963733,0.002851798071765891,1.0,377,0.015969029760464555,0.2625994694960212,0.008234902678422891,0.009829098825461798,1.0
Mets_103,52900,11711,78279,52,48,0.22137996219281664,0.0009829867674858222,0.0,0.0,0.0,0.0,0.0,0.0,0.0013276991229525985,1.0,294,0.010828821324448146,0.22108843537414966,0.005550337289727606,0.007483486693902486,1.0
Mets_104,42567,9847,64217,1,1,0.23132943359879718,2.3492376723753143e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.1143916036002365e-05,1.0,11,0.0,0.0,0.0,0.0003425297378090552,1.0
Mets_105,42735,9651,64905,109,124,0.22583362583362585,0.0025506025506025504,0.01372950819672131,0.6146788990825688,0.006942285773494975,0.017391304347826087,0.6854838709677419,0.008807377473836909,0.0033531239425354537,1.0,426,0.03751116403691575,0.44366197183098594,0.019583462853590302,0.013041282086605134,1.0
