case,brain_voxels,core_voxels,seg_voxels,segmax_voxels,core_brain_frac,seg_brain_frac,segmax_brain_frac,recall_core_vs_seg,precision_core_vs_seg,paper_signed_change_core,paper_ratio_core,paper_abschange_core,texture_corr_core,signed_change_seg,abschange_seg,abschange_outside_seg,ratio_seg,texture_corr_seg,signed_change_segmax,abschange_segmax,abschange_outside_segmax,ratio_segmax,texture_corr_segmax
Mets_011,54453,13487,76,150,0.24768148678677024,0.001395699043211577,0.0027546691642333756,0.25,0.0014087639949581078,-0.023360829800367355,0.6108362230402388,0.03194212540984154,0.9900636672973633,-0.038488928228616714,0.048151422291994095,0.022554541006684303,0.4684086145973374,0.9945200085639954,-0.02429530769586563,0.032486483454704285,0.02256292663514614,0.6945327482614577,0.9939685463905334
Mets_012,44875,9933,62,222,0.22134818941504178,0.001381615598885794,0.004947075208913649,0.6290322580645161,0.003926306251887647,-0.020755989477038383,0.6742864847076053,0.0291090477257967,0.9904292821884155,-0.04257464408874512,0.05141342803835869,0.021685412153601646,0.4217849884941056,0.9957256317138672,-0.02841990999877453,0.03902594745159149,0.021640481427311897,0.5545152095065764,0.9943677186965942
Mets_013,45119,10474,2,28,0.23214166980651166,4.4327223564352046e-05,0.0006205811299009287,0.0,0.0,-0.022489244118332863,0.6014535461220182,0.03266618400812149,0.9900533556938171,-0.0543399453163147,0.0543399453163147,0.022668039426207542,0.41715241512033374,nan,-0.02538663148880005,0.04015618935227394,0.022658586502075195,0.5642613720963565,0.9982661008834839
Mets_014,41080,10559,21,78,0.2570350535540409,0.0005111976630963973,0.0018987341772151898,0.9523809523809523,0.00189411876124633,-0.024533996358513832,0.5759054650448241,0.031674932688474655,0.9918085336685181,0.015183215960860252,0.03191746026277542,0.021689333021640778,0.6795444513151484,0.9992142915725708,-0.011629056185483932,0.030985089018940926,0.021676886826753616,0.6995909165696673,0.9966922402381897
Mets_015,47095,10242,5,58,0.2174753158509396,0.00010616838305552606,0.0012315532434441024,0.0,0.0,-0.02479276806116104,0.607556316513512,0.03099956549704075,0.9883373975753784,-0.057044900953769684,0.057044900953769684,0.02147591859102249,0.37647393950998354,0.9919826984405518,-0.03560817614197731,0.03934395685791969,0.021457668393850327,0.5453866389529408,0.9956429600715637
Mets_016,37920,8899,12,120,0.2346782700421941,0.00031645569620253165,0.0031645569620253164,0.4166666666666667,0.0005618608832453085,-0.023209741339087486,0.555934605235503,0.027242597192525864,0.9894065260887146,-0.059923168271780014,0.059923168271780014,0.017974041402339935,0.2999514531811657,0.997707724571228,-0.02333344705402851,0.02618512697517872,0.017960816621780396,0.6859167281795397,0.993354856967926
Mets_017,45069,11795,0,50,0.26170982271627946,0.0,0.0011094100157536223,0.0,0.0,-0.020975060760974884,0.6041478439747044,0.028507985174655914,0.9897019267082214,nan,nan,0.020176419988274574,nan,nan,-0.015328904613852501,0.021970504894852638,0.020174425095319748,0.9182504085304983,0.9956727623939514
Mets_018,45726,11197,335,876,0.24487162664567205,0.007326247649039934,0.019157590867340243,0.5164179104477612,0.015450567116191838,-0.019199250265955925,0.6879680300198056,0.02544431947171688,0.9892110824584961,-0.04191545769572258,0.042535632848739624,0.01927863620221615,0.4532349682152994,0.9884171485900879,-0.024015385657548904,0.027745015919208527,0.01928655616939068,0.6951358840647895,0.989916980266571
Mets_019,42828,10164,183,393,0.23732137853740543,0.004272905575791538,0.009176239843093303,0.6502732240437158,0.011707988980716254,-0.020341675728559494,0.6845321680625422,0.027371270582079887,0.9899024367332458,-0.049517907202243805,0.05242031812667847,0.020650852471590042,0.393947484669692,0.9944800138473511,-0.025593237951397896,0.033544670790433884,0.02066747099161148,0.6161178662544912,0.9928590655326843
Mets_020,33301,9977,2,15,0.2996006125942164,6.005825650881355e-05,0.0004504369238161016,0.0,0.0,-0.02191600389778614,0.5486073146506761,0.035222914069890976,0.9915657043457031,-0.03159819543361664,0.03159819543361664,0.02408655919134617,0.7622764167640091,nan,-0.01768643409013748,0.020499136298894882,0.024088626727461815,1.17510447153622,0.9975315928459167
Mets_021,38852,8459,321,921,0.21772366930917328,0.008262122928034592,0.023705343354267477,0.42990654205607476,0.016313985104622297,-0.024291908368468285,0.5277149061847194,0.034519437700510025,0.9912945032119751,-0.030224919319152832,0.033892035484313965,0.021664952859282494,0.6392343377933009,0.9928522109985352,-0.017187215387821198,0.025416268035769463,0.02167734131217003,0.8528923790724321,0.9926842451095581
