case,variant,soft_iou,hard_iou,tex_corr,lesion_change,resid_mean_abs,psnr_brain_target
Mets_016,frozen,0.9879400134086609,0.9892333149909973,0.9771470427513123,-0.025703072547912598,0.06403212249279022,29.813080108465265
Mets_016,shuffled,0.9879400134086609,0.9892333149909973,0.9771470427513123,-0.025703072547912598,0.06403674185276031,29.813080108465265
Mets_016,identity,0.9866348505020142,0.9873978495597839,0.973964273929596,-0.01281595230102539,0.0,30.514753368739818
Mets_016,noise,0.9854394197463989,0.9854327440261841,0.9624915719032288,-0.016929030418395996,0.4686477780342102,29.893238820862674
Mets_016,mean_latent,0.9879400134086609,0.9892333149909973,0.9771470427513123,-0.025703072547912598,0.06401901692152023,29.813080108465265
Mets_017,dit_seedA,0.9846642017364502,0.9894933104515076,0.9801331162452698,-0.020652413368225098,0.053964268416166306,30.30399552398338
Mets_017,dit_seedB,0.9846642017364502,0.9894933104515076,0.9801331162452698,-0.020652413368225098,0.053956858813762665,30.30399552398338
Mets_017,frozen,0.9846642017364502,0.9894933104515076,0.9801331162452698,-0.020652413368225098,0.05395978316664696,30.30399552398338
Mets_017,shuffled,0.9846642017364502,0.9894933104515076,0.9801331162452698,-0.020652413368225098,0.053964290767908096,30.30399552398338
Mets_017,identity,0.9830121397972107,0.987145721912384,0.977627158164978,-0.008906185626983643,0.0,31.03088217682027
Mets_017,noise,0.981463611125946,0.9850043058395386,0.9641488790512085,-0.00983363389968872,0.4696663022041321,30.447033409679577
Mets_017,mean_latent,0.9846642017364502,0.9894933104515076,0.9801331162452698,-0.020652413368225098,0.05394656956195831,30.30399552398338
Mets_018,dit_seedA,0.9868528246879578,0.9911766648292542,0.9804489612579346,-0.01966559886932373,0.061187468469142914,31.09348612396206
Mets_018,dit_seedB,0.9868528246879578,0.9911766648292542,0.9804489612579346,-0.01966559886932373,0.06118001788854599,31.09348612396206
Mets_018,frozen,0.9868528246879578,0.9911766648292542,0.9804489612579346,-0.01966559886932373,0.06118296459317207,31.09348612396206
Mets_018,shuffled,0.9868528246879578,0.9911766648292542,0.9804489612579346,-0.01966559886932373,0.06118743121623993,31.09348612396206
Mets_018,identity,0.9853388667106628,0.9886420369148254,0.9777790307998657,-0.007720768451690674,0.0,32.01844721406875
Mets_018,noise,0.9837547540664673,0.9866077899932861,0.961494505405426,-0.008005201816558838,0.46481502056121826,31.3983305994837
Mets_018,mean_latent,0.9868528246879578,0.9911766648292542,0.9804489612579346,-0.01966559886932373,0.06116972863674164,31.09348612396206
Mets_019,dit_seedA,0.9865218997001648,0.9897670149803162,0.9820276498794556,-0.018376469612121582,0.07482974231243134,30.569973591345402
Mets_019,dit_seedB,0.9865218997001648,0.9897670149803162,0.9820276498794556,-0.018376469612121582,0.07482203096151352,30.569973591345402
Mets_019,frozen,0.9865218997001648,0.9897670149803162,0.9820276498794556,-0.018376469612121582,0.07482509315013885,30.569973591345402
Mets_019,shuffled,0.9865218997001648,0.9897670149803162,0.9820276498794556,-0.018376469612121582,0.07482938468456268,30.569973591345402
Mets_019,identity,0.9848331212997437,0.9875645041465759,0.9801549315452576,-0.006728231906890869,0.0,31.292015472688988
Mets_019,noise,0.9832987785339355,0.9856459498405457,0.9669748544692993,-0.007676899433135986,0.45881837606430054,30.704245734627786
Mets_019,mean_latent,0.9865218997001648,0.9897670149803162,0.9820276498794556,-0.018376469612121582,0.07481164485216141,30.569973591345402
Mets_020,dit_seedA,0.9680402278900146,0.9813065528869629,0.9815793633460999,-0.023150235414505005,0.042554792016744614,32.65095293531038
Mets_020,dit_seedB,0.9680402278900146,0.9813065528869629,0.9815793633460999,-0.023150235414505005,0.04254762828350067,32.65095293531038
Mets_020,frozen,0.9680402278900146,0.9813065528869629,0.9815793633460999,-0.023150235414505005,0.04255054146051407,32.65095293531038
Mets_020,shuffled,0.9680402278900146,0.9813065528869629,0.9815793633460999,-0.023150235414505005,0.04255538061261177,32.65095293531038
Mets_020,identity,0.9689135551452637,0.9776796698570251,0.9772984981536865,-0.010659605264663696,0.0,34.12102215943328
Mets_020,noise,0.9641251564025879,0.9727798700332642,0.9517563581466675,-0.0072616636753082275,0.46942663192749023,33.404563291695226
Mets_020,mean_latent,0.9680402278900146,0.9813065528869629,0.9815793633460999,-0.023150235414505005,0.04253729060292244,32.65095293531038
Mets_021,dit_seedA,0.9872334003448486,0.9898592829704285,0.9798447489738464,-0.024941742420196533,0.07256856560707092,30.540755274296046
Mets_021,dit_seedB,0.9872334003448486,0.9898592829704285,0.9798447489738464,-0.024941742420196533,0.07256101816892624,30.540755274296046
Mets_021,frozen,0.9872334003448486,0.9898592829704285,0.9798447489738464,-0.024941742420196533,0.07256395369768143,30.540755274296046
Mets_021,shuffled,0.9872334003448486,0.9898592829704285,0.9798447489738464,-0.024941742420196533,0.072568379342556,30.540755274296046
Mets_021,identity,0.9858073592185974,0.9877870678901672,0.9774028658866882,-0.012108147144317627,0.0,31.379914496579374
Mets_021,noise,0.984468400478363,0.9860122203826904,0.9645331501960754,-0.015434682369232178,0.46221840381622314,30.754638777582215
Mets_021,mean_latent,0.9872334003448486,0.9898592829704285,0.9798447489738464,-0.024941742420196533,0.07255087047815323,30.540755274296046
Mets_022,dit_seedA,0.9842361807823181,0.991798460483551,0.9822225570678711,-0.01993301510810852,0.06259624660015106,31.364909617870417
Mets_022,dit_seedB,0.9842361807823181,0.991798460483551,0.9822225570678711,-0.01993301510810852,0.06258878111839294,31.364909617870417
Mets_022,frozen,0.9842361807823181,0.991798460483551,0.9822225570678711,-0.01993301510810852,0.06259174644947052,31.364909617870417
Mets_022,shuffled,0.9842361807823181,0.991798460483551,0.9822225570678711,-0.01993301510810852,0.06259623914957047,31.364909617870417
Mets_022,identity,0.982273519039154,0.9894727468490601,0.9793597459793091,-0.007637739181518555,0.0,32.23145635967589
Mets_022,noise,0.980364203453064,0.9876223206520081,0.9625852108001709,-0.00768616795539856,0.46223580837249756,31.61346656542929
Mets_022,mean_latent,0.9842361807823181,0.991798460483551,0.9822225570678711,-0.01993301510810852,0.06257853657007217,31.364909617870417
Mets_023,dit_seedA,0.9881530404090881,0.9913153648376465,0.980708122253418,-0.019644081592559814,0.06495848298072815,31.65944339154667
Mets_023,dit_seedB,0.9881530404090881,0.9913153648376465,0.980708122253418,-0.019644081592559814,0.06495092064142227,31.65944339154667
Mets_023,frozen,0.9881530404090881,0.9913153648376465,0.980708122253418,-0.019644081592559814,0.06495390087366104,31.65944339154667
Mets_023,shuffled,0.9881530404090881,0.9913153648376465,0.980708122253418,-0.019644081592559814,0.064958356320858,31.65944339154667
Mets_023,identity,0.9867698550224304,0.9891893267631531,0.9779096841812134,-0.007554888725280762,0.0,32.68432926286597
Mets_023,noise,0.9851930141448975,0.9872317910194397,0.9596258401870728,-0.007932037115097046,0.4622431695461273,32.02907956854175
Mets_023,mean_latent,0.9881530404090881,0.9913153648376465,0.980708122253418,-0.019644081592559814,0.06494064629077911,31.65944339154667
Mets_024,dit_seedA,0.9875130653381348,0.992992639541626,0.9804331064224243,-0.021773934364318848,0.07318443804979324,30.77737169565205
Mets_024,dit_seedB,0.9875130653381348,0.992992639541626,0.9804331064224243,-0.021773934364318848,0.07317692786455154,30.77737169565205
Mets_024,frozen,0.9875130653381348,0.992992639541626,0.9804331064224243,-0.021773934364318848,0.07317987829446793,30.77737169565205
Mets_024,shuffled,0.9875130653381348,0.992992639541626,0.9804331064224243,-0.021773934364318848,0.07318463921546936,30.77737169565205
Mets_024,identity,0.986332893371582,0.9915121793746948,0.9777352809906006,-0.008744955062866211,0.0,31.600287422345836
